GENUS	SPECIES
Galbibacter	
Galbitalea	soli
Galbitalea	
Galenea	microaerophila
Galenea	
Gallaecimonas	pentaromativorans
Gallaecimonas	xiamenensis
Gallaecimonas	
Gallibacterium	anatis
Gallibacterium	melopsittaci
Gallibacterium	salpingitidis
Gallibacterium	trehalosifermentans
Gallibacterium	
Gallicola	barnesae
Gallicola	
Gallionella	ferruginea
Gallionella	
Galliscardovia	ingluviei
Galliscardovia	
Gangjinia	marincola
Gangjinia	
Garciella	nitratireducens
Garciella	
Gardnerella	leopoldii
Gardnerella	piotii
Gardnerella	swidsinskii
Gardnerella	vaginalis
Gardnerella	
Garicola	koreensis
Garicola	
Garritya	polymorpha
Garritya	
Gelatiniphilus	marinus
Gelatiniphilus	
Gelidibacter	algens
Gelidibacter	flavus
Gelidibacter	gilvus
Gelidibacter	mesophilus
Gelidibacter	salicanalis
Gelidibacter	sediminis
Gelidibacter	
Gellertiella	hungarica
Gellertiella	
Gelria	glutamica
Gelria	
Gemella	asaccharolytica
Gemella	bergeri
Gemella	bergeriae
Gemella	cuniculi
Gemella	haemolysans
Gemella	morbillorum
Gemella	palaticanis
Gemella	parahaemolysans
Gemella	sanguinis
Gemella	taiwanensis
Gemella	
Geminicoccus	roseus
Geminicoccus	
Geminisphaera	colitermitum
Geminisphaera	
Gemmata	obscuriglobus
Gemmata	
Gemmatimonas	aurantiaca
Gemmatimonas	phototrophica
Gemmatimonas	
Gemmiger	formicilis
Gemmiger	
Gemmobacter	aquaticus
Gemmobacter	aquatilis
Gemmobacter	caeni
Gemmobacter	changlensis
Gemmobacter	fontiphilus
Gemmobacter	intermedius
Gemmobacter	lanyuensis
Gemmobacter	lutimaris
Gemmobacter	megaterium
Gemmobacter	nanjingensis
Gemmobacter	nectariphilus
Gemmobacter	straminiformis
Gemmobacter	tilapiae
Gemmobacter	
Geoalkalibacter	ferrihydriticus
Geoalkalibacter	subterraneus
Geoalkalibacter	
Geobacillus	caldoxylosilyticus
Geobacillus	debilis
Geobacillus	galactosidasius
Geobacillus	gargensis
Geobacillus	icigianus
Geobacillus	jurassicus
Geobacillus	kaustophilus
Geobacillus	lituanicus
Geobacillus	pallidus
Geobacillus	stearothermophilus
Geobacillus	subterraneus
Geobacillus	subterraneus
Geobacillus	subterraneus
Geobacillus	tepidamans
Geobacillus	thermantarcticus
Geobacillus	thermocatenulatus
Geobacillus	thermodenitrificans
Geobacillus	thermodenitrificans
Geobacillus	thermodenitrificans
Geobacillus	thermoglucosidasius
Geobacillus	thermoleovorans
Geobacillus	toebii
Geobacillus	uzenensis
Geobacillus	vulcani
Geobacillus	yumthangensis
Geobacillus	
Geobacter	anodireducens
Geobacter	argillaceus
Geobacter	bemidjiensis
Geobacter	bremensis
Geobacter	chapellei
Geobacter	daltonii
Geobacter	grbiciae
Geobacter	hydrogenophilus
Geobacter	lovleyi
Geobacter	luticola
Geobacter	metallireducens
Geobacter	pelophilus
Geobacter	pickeringii
Geobacter	psychrophilus
Geobacter	soli
Geobacter	sulfurreducens
Geobacter	sulfurreducens
Geobacter	sulfurreducens
Geobacter	thiogenes
Geobacter	toluenoxydans
Geobacter	uraniireducens
Geobacter	
Geodermatophilus	africanus
Geodermatophilus	amargosae
Geodermatophilus	aquaeductus
Geodermatophilus	arenarius
Geodermatophilus	brasiliensis
Geodermatophilus	bullaregiensis
Geodermatophilus	daqingensis
Geodermatophilus	dictyosporus
Geodermatophilus	nigrescens
Geodermatophilus	normandii
Geodermatophilus	obscurus
Geodermatophilus	poikilotrophi
Geodermatophilus	poikilotrophus
Geodermatophilus	pulveris
Geodermatophilus	ruber
Geodermatophilus	sabuli
Geodermatophilus	saharensis
Geodermatophilus	siccatus
Geodermatophilus	soli
Geodermatophilus	taihuensis
Geodermatophilus	telluris
Geodermatophilus	terrae
Geodermatophilus	tzadiensis
Geodermatophilus	
Geofilum	rhodophaeum
Geofilum	rubicundum
Geofilum	
Geoglobus	acetivorans
Geoglobus	ahangari
Geoglobus	
Geojedonia	litorea
Geojedonia	
Geomicrobium	halophilum
Geomicrobium	sediminis
Geomicrobium	
Geopsychrobacter	electrodiphilus
Geopsychrobacter	
Georgenia	alba
Georgenia	daeguensis
Georgenia	deserti
Georgenia	halophila
Georgenia	muralis
Georgenia	ruanii
Georgenia	satyanarayanai
Georgenia	sediminis
Georgenia	soli
Georgenia	subflava
Georgenia	thermotolerans
Georgenia	
Georgfuchsia	toluolica
Georgfuchsia	
Geosporobacter	subterraneus
Geosporobacter	
Geothermobacter	ehrlichii
Geothermobacter	
Geothermobacterium	
Geothermomicrobium	terrae
Geothermomicrobium	
Geothrix	fermentans
Geothrix	
Geotoga	petraea
Geotoga	subterranea
Geotoga	
Geovibrio	ferrireducens
Geovibrio	thiophilus
Geovibrio	
Gibbsiella	dentisursi
Gibbsiella	greigii
Gibbsiella	papilionis
Gibbsiella	quercinecans
Gibbsiella	
Giesbergeria	anulus
Giesbergeria	giesbergeri
Giesbergeria	kuznetsovii
Giesbergeria	sinuosa
Giesbergeria	voronezhensis
Giesbergeria	
Gilliamella	apicola
Gilliamella	apis
Gilliamella	bombi
Gilliamella	bombicola
Gilliamella	intestini
Gilliamella	mensalis
Gilliamella	
Gillisia	hiemivivida
Gillisia	illustrilutea
Gillisia	limnaea
Gillisia	marina
Gillisia	mitskevichiae
Gillisia	myxillae
Gillisia	sandarakina
Gillisia	
Gilvibacter	sediminis
Gilvibacter	
Gilvimarinus	chinensis
Gilvimarinus	japonicus
Gilvimarinus	polysaccharolyticus
Gilvimarinus	
Gimesia	maris
Gimesia	
Glaciecola	agarilytica
Glaciecola	amylolytica
Glaciecola	aquimarina
Glaciecola	arctica
Glaciecola	chathamensis
Glaciecola	lipolytica
Glaciecola	mesophila
Glaciecola	nitratireducens
Glaciecola	pallidula
Glaciecola	polaris
Glaciecola	psychrophila
Glaciecola	punicea
Glaciecola	
Glaciibacter	superstes
Glaciibacter	
Glaciihabitans	tibetensis
Glaciihabitans	
Glaciimonas	alpina
Glaciimonas	frigoris
Glaciimonas	immobilis
Glaciimonas	singularis
Glaciimonas	
Gleimia	coleocanis
Gleimia	europaea
Gleimia	hominis
Gleimia	
Globicatella	sanguinis
Globicatella	sanguis
Globicatella	sulfidifaciens
Globicatella	
Gloeobacter	violaceus
Gloeobacter	
Gloeomargarita	
Glomeribacter	
Gluconacetobacter	aggeris
Gluconacetobacter	asukensis
Gluconacetobacter	azotocaptans
Gluconacetobacter	diazotrophicus
Gluconacetobacter	entanii
Gluconacetobacter	europaeus
Gluconacetobacter	hansenii
Gluconacetobacter	intermedius
Gluconacetobacter	johannae
Gluconacetobacter	kakiaceti
Gluconacetobacter	kombuchae
Gluconacetobacter	liquefaciens
Gluconacetobacter	maltaceti
Gluconacetobacter	medellinensis
Gluconacetobacter	nataicola
Gluconacetobacter	oboediens
Gluconacetobacter	rhaeticus
Gluconacetobacter	sacchari
Gluconacetobacter	saccharivorans
Gluconacetobacter	sucrofermentans
Gluconacetobacter	swingsii
Gluconacetobacter	takamatsuzukensis
Gluconacetobacter	tumulicola
Gluconacetobacter	tumulisoli
Gluconacetobacter	xylinus
Gluconacetobacter	xylinus
Gluconacetobacter	
Gluconoacetobacter	diazotrophicus
Gluconoacetobacter	europaeus
Gluconoacetobacter	hansenii
Gluconoacetobacter	liquefaciens
Gluconoacetobacter	xylinus
Gluconoacetobacter	
Gluconobacter	albidus
Gluconobacter	asaii
Gluconobacter	cerevisiae
Gluconobacter	cerinus
Gluconobacter	frateurii
Gluconobacter	japonicus
Gluconobacter	kanchanaburiensis
Gluconobacter	kondonii
Gluconobacter	nephelii
Gluconobacter	oxydans
Gluconobacter	oxydans
Gluconobacter	oxydans
Gluconobacter	oxydans
Gluconobacter	oxydans
Gluconobacter	oxydans
Gluconobacter	roseus
Gluconobacter	sphaericus
Gluconobacter	thailandicus
Gluconobacter	uchimurae
Gluconobacter	wancherniae
Gluconobacter	
Glutamicibacter	ardleyensis
Glutamicibacter	arilaitensis
Glutamicibacter	bergerei
Glutamicibacter	creatinolyticus
Glutamicibacter	endophyticus
Glutamicibacter	halophytocola
Glutamicibacter	mysorens
Glutamicibacter	nicotianae
Glutamicibacter	protophormiae
Glutamicibacter	soli
Glutamicibacter	uratoxydans
Glutamicibacter	
Glycocaulis	abyssi
Glycocaulis	albus
Glycocaulis	alkaliphilus
Glycocaulis	
Glycomyces	albus
Glycomyces	algeriensis
Glycomyces	anabasis
Glycomyces	arizonensis
Glycomyces	artemisiae
Glycomyces	dulcitolivorans
Glycomyces	endophyticus
Glycomyces	fuscus
Glycomyces	halotolerans
Glycomyces	harbinensis
Glycomyces	lacisalsi
Glycomyces	lechevalierae
Glycomyces	mayteni
Glycomyces	paridis
Glycomyces	phytohabitans
Glycomyces	rhizosphaerae
Glycomyces	rutgersensis
Glycomyces	sambucus
Glycomyces	scopariae
Glycomyces	sediminimaris
Glycomyces	tarimensis
Glycomyces	tenuis
Glycomyces	xiaoerkulensis
Glycomyces	
Goodfellowia	
Goodfellowiella	coeruleoviolacea
Goodfellowiella	
Gordona	bronchialis
Gordona	rubripertincta
Gordona	rubropertinctus
Gordona	terrae
Gordona	
Gordonia	aichiensis
Gordonia	alkaliphila
Gordonia	alkanivorans
Gordonia	amarae
Gordonia	amicalis
Gordonia	araii
Gordonia	bronchialis
Gordonia	caeni
Gordonia	cholesterolivorans
Gordonia	defluvii
Gordonia	desulfuricans
Gordonia	didemni
Gordonia	effusa
Gordonia	hankookensis
Gordonia	hongkongensis
Gordonia	humi
Gordonia	iterans
Gordonia	jinhuaensis
Gordonia	kroppenstedtii
Gordonia	lacunae
Gordonia	malaquae
Gordonia	namibiensis
Gordonia	neofelifaecis
Gordonia	nitida
Gordonia	oryzae
Gordonia	otitidis
Gordonia	paraffinivorans
Gordonia	phosphorivorans
Gordonia	phthalatica
Gordonia	polyisoprenivorans
Gordonia	rhizosphera
Gordonia	rubripertincta
Gordonia	rubropertinctus
Gordonia	sediminis
Gordonia	shandongensis
Gordonia	sihwensis
Gordonia	sinesedis
Gordonia	soli
Gordonia	sputi
Gordonia	terrae
Gordonia	westfalica
Gordonia	
Gordonibacter	faecihominis
Gordonibacter	pamelaeae
Gordonibacter	urolithinfaciens
Gordonibacter	
Gorillibacterium	massiliense
Gorillibacterium	
Gottschalkia	acidurici
Gottschalkia	purinilytica
Gottschalkia	
Gracilibacillus	alcaliphilus
Gracilibacillus	bigeumensis
Gracilibacillus	boraciitolerans
Gracilibacillus	dipsosauri
Gracilibacillus	halophilus
Gracilibacillus	halotolerans
Gracilibacillus	kekensis
Gracilibacillus	lacisalsi
Gracilibacillus	massiliensis
Gracilibacillus	orientalis
Gracilibacillus	saliphilus
Gracilibacillus	thailandensis
Gracilibacillus	ureilyticus
Gracilibacillus	
Gracilibacter	thermotolerans
Gracilibacter	
Gracilimonas	amylolytica
Gracilimonas	halophila
Gracilimonas	mengyeensis
Gracilimonas	rosea
Gracilimonas	tropica
Gracilimonas	
Grahamella	peromysci
Grahamella	talpae
Grahamella	
Gramella	aestuarii
Gramella	aestuariivivens
Gramella	antarctica
Gramella	aquimixticola
Gramella	echinicola
Gramella	flava
Gramella	forsetii
Gramella	gaetbulicola
Gramella	lutea
Gramella	marina
Gramella	oceani
Gramella	planctonica
Gramella	portivictoriae
Gramella	salexigens
Gramella	sediminilitoris
Gramella	
Granulibacter	bethesdensis
Granulibacter	
Granulicatella	adiacens
Granulicatella	balaenopterae
Granulicatella	elegans
Granulicatella	
Granulicella	acidiphila
Granulicella	aggregans
Granulicella	arctica
Granulicella	cerasi
Granulicella	mallensis
Granulicella	paludicola
Granulicella	pectinivorans
Granulicella	rosea
Granulicella	sapmiensis
Granulicella	sibirica
Granulicella	tundricola
Granulicella	
Granulicoccus	phenolivorans
Granulicoccus	
Granulosicoccus	antarcticus
Granulosicoccus	coccoides
Granulosicoccus	marinus
Granulosicoccus	undariae
Granulosicoccus	
Grimontia	celer
Grimontia	hollisae
Grimontia	marina
Grimontia	
Gryllotalpicola	daejeonensis
Gryllotalpicola	ginsengisoli
Gryllotalpicola	koreensis
Gryllotalpicola	kribbensis
Gryllotalpicola	reticulitermitis
Gryllotalpicola	soli
Gryllotalpicola	
Guggenheimella	bovis
Guggenheimella	
Gulbenkiania	indica
Gulbenkiania	mobilis
Gulbenkiania	
Gulosibacter	bifidus
Gulosibacter	chungangensis
Gulosibacter	faecalis
Gulosibacter	molinativorax
Gulosibacter	
Guyparkeria	halophila
Guyparkeria	hydrothermalis
Guyparkeria	
Gynuella	sunshinyii
Gynuella	
Gynurincola	endophyticus
Gynurincola	
Haematobacter	massiliensis
Haematobacter	missouriensis
Haematobacter	
Haematomicrobium	sanguinis
Haematomicrobium	
Haematospirillum	jordaniae
Haematospirillum	
Haemobartonella	canis
Haemobartonella	felis
Haemobartonella	muris
Haemobartonella	
Haemophilus	actinomycetemcomitans
Haemophilus	aegyptius
Haemophilus	aphrophilus
Haemophilus	avium
Haemophilus	ducreyi
Haemophilus	equigenitalis
Haemophilus	felis
Haemophilus	haemoglobinophilus
Haemophilus	haemolyticus
Haemophilus	influenzae
Haemophilus	massiliensis
Haemophilus	paracuniculus
Haemophilus	paragallinarum
Haemophilus	parahaemolyticus
Haemophilus	parainfluenzae
Haemophilus	paraphrohaemolyticus
Haemophilus	paraphrophilus
Haemophilus	parasuis
Haemophilus	piscium
Haemophilus	pittmaniae
Haemophilus	pleuropneumoniae
Haemophilus	segnis
Haemophilus	sputorum
Haemophilus	vaginalis
Haemophilus	
Hafnia	alvei
Hafnia	paralvei
Hafnia	psychrotolerans
Hafnia	
Hahella	antarctica
Hahella	chejuensis
Hahella	ganghwensis
Hahella	
Haladaptatus	cibarius
Haladaptatus	litoreus
Haladaptatus	pallidirubidus
Haladaptatus	paucihalophilus
Haladaptatus	
Halalkalibacillus	halophilus
Halalkalibacillus	
Halalkalicoccus	jeotgali
Halalkalicoccus	paucihalophilus
Halalkalicoccus	tibetensis
Halalkalicoccus	
Halanaeroarchaeum	sulfurireducens
Halanaeroarchaeum	
Halanaerobacter	chitinivorans
Halanaerobacter	chitinovorans
Halanaerobacter	jeridensis
Halanaerobacter	lacunaris
Halanaerobacter	lacunarum
Halanaerobacter	
Halanaerobaculum	tunisiense
Halanaerobaculum	
Halanaerobium	acetethylicum
Halanaerobium	acetoethylicum
Halanaerobium	congolense
Halanaerobium	praevalens
Halanaerobium	saccharolyticum
Halanaerobium	saccharolyticum
Halanaerobium	saccharolyticum
Halanaerobium	saccharolyticum
Halanaerobium	sehlinense
Halanaerobium	
Halanaerocella	
Halapricum	salinum
Halapricum	
Halarchaeum	acidiphilum
Halarchaeum	grantii
Halarchaeum	nitratireducens
Halarchaeum	rubridurum
Halarchaeum	salinum
Halarchaeum	solikamskense
Halarchaeum	
Halarcobacter	bivalviorum
Halarcobacter	ebronensis
Halarcobacter	
Halarsenatibacter	silvermanii
Halarsenatibacter	
Haliangium	ochraceum
Haliangium	tepidum
Haliangium	
Haliea	atlantica
Haliea	mediterranea
Haliea	rubra
Haliea	salexigens
Haliea	
Halioglobus	japonicus
Halioglobus	lutimaris
Halioglobus	pacificus
Halioglobus	sediminis
Halioglobus	
Halioxenophilus	aromaticivorans
Halioxenophilus	
Haliscomenobacter	hydrossis
Haliscomenobacter	
Hallella	seregens
Hallella	
Haloactinobacterium	album
Haloactinobacterium	
Haloactinomyces	albus
Haloactinomyces	
Haloactinopolyspora	alba
Haloactinopolyspora	alkaliphila
Haloactinopolyspora	
Haloactinospora	alba
Haloactinospora	
Haloanaerobacter	chitinovorans
Haloanaerobacter	lacunaris
Haloanaerobacter	
Haloanaerobater	lacunaris
Haloanaerobium	acetethylicum
Haloanaerobium	acetoethylicum
Haloanaerobium	congolense
Haloanaerobium	praevalens
Haloanaerobium	saccharolyticum
Haloanaerobium	saccharolyticum
Haloanaerobium	saccharolyticum
Haloanaerobium	
Haloarchaeobius	amylolyticus
Haloarchaeobius	baliensis
Haloarchaeobius	iranensis
Haloarchaeobius	litoreus
Haloarchaeobius	salinus
Haloarchaeobius	
Haloarcobacter	bivalviorum
Haloarcobacter	ebronensis
Haloarcobacter	
Haloarcula	amylolytica
Haloarcula	argentinensis
Haloarcula	hispanica
Haloarcula	japonica
Haloarcula	marismortui
Haloarcula	mukohataei
Haloarcula	quadrata
Haloarcula	salaria
Haloarcula	sebkhae
Haloarcula	tradensis
Haloarcula	vallismortis
Haloarcula	
Halobacillus	aidingensis
Halobacillus	alkaliphilus
Halobacillus	andaensis
Halobacillus	campisalis
Halobacillus	dabanensis
Halobacillus	faecis
Halobacillus	halophilus
Halobacillus	karajensis
Halobacillus	kuroshimensis
Halobacillus	litoralis
Halobacillus	locisalis
Halobacillus	mangrovi
Halobacillus	naozhouensis
Halobacillus	profundi
Halobacillus	salicampi
Halobacillus	salinus
Halobacillus	salsuginis
Halobacillus	sediminis
Halobacillus	seohaensis
Halobacillus	trueperi
Halobacillus	yeomjeoni
Halobacillus	
Halobacteriovorax	litoralis
Halobacteriovorax	marinus
Halobacteriovorax	
Halobacterium	cutirubrum
Halobacterium	denitrificans
Halobacterium	distributum
Halobacterium	distributus
Halobacterium	halobium
Halobacterium	jilantaiense
Halobacterium	lacusprofundi
Halobacterium	litoreum
Halobacterium	mediterranei
Halobacterium	noricense
Halobacterium	pharaonis
Halobacterium	piscisalsi
Halobacterium	rubrum
Halobacterium	saccharovorum
Halobacterium	salinarium
Halobacterium	salinarum
Halobacterium	sodomense
Halobacterium	trapanicum
Halobacterium	vallismortis
Halobacterium	volcanii
Halobacterium	
Halobacteroides	acetoethylicus
Halobacteroides	elegans
Halobacteroides	halobius
Halobacteroides	lacunaris
Halobacteroides	
Halobaculum	gomorrense
Halobaculum	magnesiiphilum
Halobaculum	roseum
Halobaculum	
Halobellus	clavatus
Halobellus	inordinatus
Halobellus	limi
Halobellus	litoreus
Halobellus	ramosii
Halobellus	rarus
Halobellus	rufus
Halobellus	salinus
Halobellus	
Halobiforma	haloterrestris
Halobiforma	lacisalsi
Halobiforma	nitratireducens
Halobiforma	
Halobium	palmae
Halobium	salinum
Halobium	
Halocalculus	aciditolerans
Halocalculus	
Halocella	cellulolytica
Halocella	cellulosilytica
Halocella	
Halochromatium	glycolicum
Halochromatium	roseum
Halochromatium	salexigens
Halochromatium	
Halococcoides	cellulosivorans
Halococcoides	
Halococcus	agarilyticus
Halococcus	dombrowskii
Halococcus	hamelinensis
Halococcus	morrhuae
Halococcus	qingdaonensis
Halococcus	saccharolyticus
Halococcus	salifodinae
Halococcus	salsus
Halococcus	sediminicola
Halococcus	thailandensis
Halococcus	turkmenicus
Halococcus	
Halocynthiibacter	arcticus
Halocynthiibacter	namhaensis
Halocynthiibacter	
Halodesulfovibrio	aestuarii
Halodesulfovibrio	marinisediminis
Halodesulfovibrio	oceani
Halodesulfovibrio	oceani
Halodesulfovibrio	oceani
Halodesulfovibrio	spirochaetisodalis
Halodesulfovibrio	
Halodesulfurarchaeum	formicicum
Halodesulfurarchaeum	
Halodurantibacterium	flavum
Halodurantibacterium	
Haloechinothrix	alba
Haloechinothrix	halophila
Haloechinothrix	salitolerans
Haloechinothrix	
Haloferax	alexandrinus
Haloferax	chudinovii
Haloferax	denitrificans
Haloferax	elongans
Haloferax	gibbonsii
Haloferax	larsenii
Haloferax	lucentense
Haloferax	lucentensis
Haloferax	mediterranei
Haloferax	mucosum
Haloferax	namakaokahaiae
Haloferax	prahovense
Haloferax	sulfurifontis
Haloferax	volcanii
Haloferax	
Haloferula	chungangensis
Haloferula	harenae
Haloferula	helveola
Haloferula	luteola
Haloferula	phyci
Haloferula	rosea
Haloferula	sargassicola
Haloferula	
Halofilum	ochraceum
Halofilum	
Halogeometricum	borinquense
Halogeometricum	limi
Halogeometricum	pallidum
Halogeometricum	rufum
Halogeometricum	
Haloglycomyces	albus
Haloglycomyces	
Halogranum	amylolyticum
Halogranum	gelatinilyticum
Halogranum	rubrum
Halogranum	salarium
Halogranum	
Halohasta	litchfieldiae
Halohasta	litorea
Halohasta	
Haloimpatiens	lingqiaonensis
Haloimpatiens	
Haloincola	saccharolytica
Haloincola	saccharolyticus
Haloincola	saccharolyticus
Haloincola	
Halolactibacillus	alkaliphilus
Halolactibacillus	halophilus
Halolactibacillus	miurensis
Halolactibacillus	
Halolamina	litorea
Halolamina	pelagica
Halolamina	rubra
Halolamina	salifodinae
Halolamina	salina
Halolamina	sediminis
Halolamina	
Halomarina	oriensis
Halomarina	rubra
Halomarina	salina
Halomarina	
Halomethanococcus	doii
Halomethanococcus	
Halomicroarcula	limicola
Halomicroarcula	pellucida
Halomicroarcula	salina
Halomicroarcula	
Halomicrobium	katesii
Halomicrobium	mukohataei
Halomicrobium	zhouii
Halomicrobium	
Halomicronema	excentricum
Halomicronema	
Halomonas	aestuarii
Halomonas	alimentaria
Halomonas	alkaliantarctica
Halomonas	alkalicola
Halomonas	alkaliphila
Halomonas	almeriensis
Halomonas	andesensis
Halomonas	anticariensis
Halomonas	aquamarina
Halomonas	arcis
Halomonas	avicenniae
Halomonas	axialensis
Halomonas	beimenensis
Halomonas	boliviensis
Halomonas	campaniensis
Halomonas	campisalis
Halomonas	canadensis
Halomonas	caseinilytica
Halomonas	cerina
Halomonas	cibimaris
Halomonas	cupida
Halomonas	daqiaonensis
Halomonas	daqingensis
Halomonas	denitrificans
Halomonas	desiderata
Halomonas	elongata
Halomonas	endophytica
Halomonas	eurihalina
Halomonas	flava
Halomonas	fontilapidosi
Halomonas	garicola
Halomonas	gomseomensis
Halomonas	gudaonensis
Halomonas	halmophila
Halomonas	halocynthiae
Halomonas	halodenitrificans
Halomonas	halodurans
Halomonas	halophila
Halomonas	hamiltonii
Halomonas	heilongjiangensis
Halomonas	huangheensis
Halomonas	hydrothermalis
Halomonas	ilicicola
Halomonas	indalinina
Halomonas	israelensis
Halomonas	janggokensis
Halomonas	jeotgali
Halomonas	johnsoniae
Halomonas	kenyensis
Halomonas	koreensis
Halomonas	korlensis
Halomonas	kribbensis
Halomonas	litopenaei
Halomonas	lutea
Halomonas	lutescens
Halomonas	magadiensis
Halomonas	magadii
Halomonas	malpeensis
Halomonas	marina
Halomonas	maura
Halomonas	meridiana
Halomonas	mongoliensis
Halomonas	muralis
Halomonas	nanhaiensis
Halomonas	neptunia
Halomonas	nigrificans
Halomonas	nitroreducens
Halomonas	olivaria
Halomonas	organivorans
